Titulo1=  Dados detalhados das AIH - por local internação - Brasil
Titulo2=Quantidade aprovada por Grupo procedimento segundo Município
Rodape=Período:Set/2023
Nomemapa=c:\tabwin\br_municip.map
"Município";"01 Ações de promoção e prevenção em saúde";"02 Procedimentos com finalidade diagnóstica";"03 Procedimentos clínicos";"04 Procedimentos cirúrgicos";"05 Transplantes de orgãos, tecidos e células";"06 Medicamentos";"07 Órteses, próteses e materiais especiais";"08 Ações complementares da atenção à saúde";"Total"
"430360 CAMBARA DO SUL";0;0;14;0;0;0;0;77;91
"430367 CAMPESTRE DA SERRA";0;0;0;0;0;0;0;0;0
"430370 CAMPINA DAS MISSOES";0;577;928;4;0;0;0;252;1761
"430380 CAMPINAS DO SUL";0;0;58;0;0;0;0;145;203
"430390 CAMPO BOM";0;3613;1956;304;0;0;69;1468;7410
"430400 CAMPO NOVO";0;98;17;0;0;0;0;21;136
"430410 CAMPOS BORGES";0;0;0;0;0;0;0;0;0
"430420 CANDELARIA";0;1560;2145;65;0;1;11;750;4532
"430430 CANDIDO GODOI";0;350;349;39;0;0;0;198;936
"430435 CANDIOTA";0;0;0;0;0;0;0;0;0
"430440 CANELA";0;789;986;149;0;0;17;675;2616
"430450 CANGUCU";0;2964;2081;80;0;4;20;1050;6199
"430460 CANOAS";0;61603;42287;8108;35;114;1152;13110;126409
"430461 CANUDOS DO VALE";0;0;0;0;0;0;0;0;0
"430462 CAPAO BONITO DO SUL";0;0;0;0;0;0;0;0;0
"430463 CAPAO DA CANOA";0;14166;7761;351;0;261;154;799;23492
"430465 CAPAO DO CIPO";0;0;0;0;0;0;0;0;0
"430466 CAPAO DO LEAO";0;0;0;0;0;0;0;0;0
"430467 CAPIVARI DO SUL";0;0;0;0;0;0;0;0;0
"430468 CAPELA DE SANTANA";0;0;0;0;0;0;0;0;0
"430469 CAPITAO";0;0;0;0;0;0;0;0;0
"430470 CARAZINHO";0;6625;5095;581;0;1;69;1579;13950
"430471 CARAA";0;0;0;0;0;0;0;0;0
"430480 CARLOS BARBOSA";0;132;493;149;0;0;3;289;1066
"430485 CARLOS GOMES";0;0;0;0;0;0;0;0;0
"430490 CASCA";0;319;204;43;0;0;0;160;726
"430495 CASEIROS";0;0;0;0;0;0;0;0;0
"430500 CATUIPE";0;0;0;0;0;0;0;0;0
"430510 CAXIAS DO SUL";0;50353;25220;4591;81;437;1260;7456;89398
"430511 CENTENARIO";0;0;0;0;0;0;0;0;0
"430512 CERRITO";0;0;0;0;0;0;0;0;0
"430513 CERRO BRANCO";0;0;0;0;0;0;0;0;0
"430515 CERRO GRANDE";0;0;0;0;0;0;0;0;0
"430517 CERRO GRANDE DO SUL";0;0;0;0;0;0;0;0;0
"430520 CERRO LARGO";0;562;303;90;0;0;0;136;1091
"430530 CHAPADA";0;482;281;0;0;0;0;123;886
"430535 CHARQUEADAS";0;1187;833;6;0;0;0;384;2410
"430537 CHARRUA";0;0;0;0;0;0;0;0;0
"430540 CHIAPETTA";0;6;56;0;0;0;0;39;101
"430543 CHUI";0;0;0;0;0;0;0;0;0
"430544 CHUVISCA";0;0;0;0;0;0;0;0;0
"430545 CIDREIRA";0;0;0;0;0;0;0;0;0
"430550 CIRIACO";0;0;0;0;0;0;0;0;0
"430558 COLINAS";0;0;0;0;0;0;0;0;0
"430560 COLORADO";0;0;0;0;0;0;0;0;0
"430570 CONDOR";0;152;358;15;0;0;0;315;840
"430580 CONSTANTINA";0;163;216;17;0;0;0;105;501
"430583 COQUEIRO BAIXO";0;0;0;0;0;0;0;0;0
"430585 COQUEIROS DO SUL";0;0;0;0;0;0;0;0;0
"430587 CORONEL BARROS";0;0;0;0;0;0;0;0;0
"430590 CORONEL BICACO";0;58;16;0;0;0;0;45;119
"430593 CORONEL PILAR";0;0;0;0;0;0;0;0;0
"430595 COTIPORA";0;0;0;0;0;0;0;0;0
"430597 COXILHA";0;0;0;0;0;0;0;0;0
"430600 CRISSIUMAL";0;392;520;50;0;0;7;533;1502
"430605 CRISTAL";0;0;0;0;0;0;0;0;0
"430607 CRISTAL DO SUL";0;0;0;0;0;0;0;0;0
"430610 CRUZ ALTA";0;956;3147;1255;0;0;202;1401;6961
"430613 CRUZALTENSE";0;0;0;0;0;0;0;0;0
"430620 CRUZEIRO DO SUL";0;124;451;45;0;0;0;125;745
"430630 DAVID CANABARRO";0;423;32;0;0;0;0;115;570
"430632 DERRUBADAS";0;0;0;0;0;0;0;0;0
"430635 DEZESSEIS DE NOVEMBRO";0;0;0;0;0;0;0;0;0
"430637 DILERMANDO DE AGUIAR";0;0;0;0;0;0;0;0;0
"430640 DOIS IRMAOS";0;1005;397;86;0;3;2;727;2220
"430642 DOIS IRMAOS DAS MISSOES";0;0;0;0;0;0;0;0;0
"430645 DOIS LAJEADOS";0;87;270;0;0;0;0;76;433
"430650 DOM FELICIANO";0;206;118;7;0;0;0;193;524
"430655 DOM PEDRO DE ALCANTARA";0;0;0;0;0;0;0;0;0
"430660 DOM PEDRITO";0;796;1505;28;0;12;0;1319;3660
"430670 DONA FRANCISCA";0;0;0;0;0;0;0;0;0
"430673 DOUTOR MAURICIO CARDOSO";0;0;0;0;0;0;0;0;0
"430675 DOUTOR RICARDO";0;0;0;0;0;0;0;0;0
"430676 ELDORADO DO SUL";0;0;0;0;0;0;0;0;0
"430680 ENCANTADO";0;4170;2469;482;0;5;58;863;8047
"430690 ENCRUZILHADA DO SUL";0;444;74;141;0;0;11;601;1271
"430692 ENGENHO VELHO";0;0;0;0;0;0;0;0;0
"430693 ENTRE-IJUIS";0;0;0;0;0;0;0;0;0
"430695 ENTRE RIOS DO SUL";0;0;0;0;0;0;0;0;0
"430697 EREBANGO";0;0;0;0;0;0;0;0;0
"430700 ERECHIM";0;13506;2606;892;0;0;288;2730;20022
"430705 ERNESTINA";0;0;0;0;0;0;0;0;0
"430710 HERVAL";0;1;54;0;0;0;0;17;72
"430720 ERVAL GRANDE";0;0;0;0;0;0;0;0;0
"430730 ERVAL SECO";0;0;0;0;0;0;0;0;0
"430740 ESMERALDA";0;0;0;0;0;0;0;0;0
"430745 ESPERANCA DO SUL";0;0;0;0;0;0;0;0;0
"430750 ESPUMOSO";0;992;1211;191;0;0;0;629;3023
"430755 ESTACAO";0;0;0;0;0;0;0;0;0
"430760 ESTANCIA VELHA";0;118;1236;309;0;12;12;812;2499
"430770 ESTEIO";0;7690;7101;247;0;3;77;2864;17982
"430780 ESTRELA";0;5932;7263;760;0;8;61;1226;15250
"430781 ESTRELA VELHA";0;0;0;0;0;0;0;0;0
"430783 EUGENIO DE CASTRO";0;0;0;0;0;0;0;0;0
"430786 FAGUNDES VARELA";0;0;0;0;0;0;0;0;0
"430790 FARROUPILHA";0;6125;5293;1057;0;44;257;1509;14285
"430800 FAXINAL DO SOTURNO";0;2740;1885;229;0;21;44;808;5727
"430805 FAXINALZINHO";0;0;0;0;0;0;0;0;0
"430807 FAZENDA VILANOVA";0;0;0;0;0;0;0;0;0
"430810 FELIZ";0;39;580;33;0;0;0;524;1176
"430820 FLORES DA CUNHA";0;43;243;158;0;0;0;280;724
"430825 FLORIANO PEIXOTO";0;0;0;0;0;0;0;0;0
"430830 FONTOURA XAVIER";0;0;0;0;0;0;0;0;0
"430840 FORMIGUEIRO";0;0;78;0;0;0;0;60;138
"430843 FORQUETINHA";0;0;0;0;0;0;0;0;0
"430845 FORTALEZA DOS VALOS";0;0;0;0;0;0;0;0;0
"430850 FREDERICO WESTPHALEN";0;2076;645;100;0;0;6;970;3797
"430860 GARIBALDI";0;2759;2703;774;0;0;45;659;6940
"430865 GARRUCHOS";0;0;0;0;0;0;0;0;0
"430870 GAURAMA";0;182;14;8;0;0;0;73;277
"430880 GENERAL CAMARA";0;0;0;0;0;0;0;0;0
"430885 GENTIL";0;0;0;0;0;0;0;0;0
"430890 GETULIO VARGAS";0;625;500;122;0;0;0;369;1616
"430900 GIRUA";0;265;1110;32;0;0;0;586;1993
"430905 GLORINHA";0;0;0;0;0;0;0;0;0
"430910 GRAMADO";0;879;1261;650;1;0;8;957;3756
"430912 GRAMADO DOS LOUREIROS";0;0;0;0;0;0;0;0;0
"430915 GRAMADO XAVIER";0;0;0;0;0;0;0;0;0
"430920 GRAVATAI";0;13483;2379;336;0;0;121;1628;17947
"430925 GUABIJU";0;0;29;0;0;0;0;0;29
"430930 GUAIBA";0;6280;2374;0;0;0;4;921;9579
"430940 GUAPORE";0;511;536;51;0;0;7;435;1540
"430950 GUARANI DAS MISSOES";0;307;375;21;0;0;0;286;989
"430955 HARMONIA";0;0;0;0;0;0;0;0;0
"430957 HERVEIRAS";0;0;0;0;0;0;0;0;0
"430960 HORIZONTINA";0;29;592;72;0;0;0;557;1250
"430965 HULHA NEGRA";0;0;0;0;0;0;0;0;0
"430970 HUMAITA";0;0;32;7;0;0;0;19;58
"430975 IBARAMA";0;0;0;0;0;0;0;0;0
"430980 IBIACA";0;0;0;0;0;0;0;0;0
"430990 IBIRAIARAS";0;0;0;0;0;0;0;0;0
"430995 IBIRAPUITA";0;0;0;0;0;0;0;0;0
"431000 IBIRUBA";0;766;305;2;0;0;0;159;1232
"431010 IGREJINHA";0;977;513;166;0;4;15;607;2282
"431020 IJUI";0;20219;13582;731;0;455;1112;3957;40056
"431030 ILOPOLIS";0;0;108;0;0;0;0;54;162
"431033 IMBE";0;0;0;0;0;0;0;0;0
"431036 IMIGRANTE";0;0;0;0;0;0;0;0;0
"431040 INDEPENDENCIA";0;0;0;0;0;0;0;0;0
"431041 INHACORA";0;0;0;0;0;0;0;0;0
"431043 IPE";0;0;0;0;0;0;0;0;0
"431046 IPIRANGA DO SUL";0;0;0;0;0;0;0;0;0
"431050 IRAI";0;90;676;2;0;0;0;129;897
"431053 ITAARA";0;0;0;0;0;0;0;0;0
"431055 ITACURUBI";0;0;0;0;0;0;0;0;0
"431057 ITAPUCA";0;0;0;0;0;0;0;0;0
"431060 ITAQUI";0;999;968;55;0;8;7;469;2506
"431065 ITATI";0;0;0;0;0;0;0;0;0
"431070 ITATIBA DO SUL";0;0;0;0;0;0;0;0;0
"431075 IVORA";0;0;40;0;0;0;0;28;68
"431080 IVOTI";0;1125;372;78;0;0;4;543;2122
"431085 JABOTICABA";0;644;1010;39;0;0;0;211;1904
"431087 JACUIZINHO";0;0;0;0;0;0;0;0;0
"431090 JACUTINGA";0;0;0;0;0;0;0;0;0
"431100 JAGUARAO";0;420;704;326;0;0;0;718;2168
"431110 JAGUARI";0;730;990;0;0;0;0;504;2224
"431112 JAQUIRANA";0;0;0;0;0;0;0;0;0
"431113 JARI";0;0;0;0;0;0;0;0;0
"431115 JOIA";0;0;0;0;0;0;0;0;0
"431120 JULIO DE CASTILHOS";0;0;63;6;0;0;0;242;311
"431123 LAGOA BONITA DO SUL";0;0;0;0;0;0;0;0;0
"431125 LAGOAO";0;0;0;0;0;0;0;0;0
"431127 LAGOA DOS TRES CANTOS";0;0;0;0;0;0;0;0;0
"431130 LAGOA VERMELHA";0;1247;467;109;0;0;1;807;2631
"431140 LAJEADO";0;15360;11321;609;14;111;378;4003;31796
"431142 LAJEADO DO BUGRE";0;0;0;0;0;0;0;0;0
"431150 LAVRAS DO SUL";0;45;71;0;0;0;0;54;170
"431160 LIBERATO SALZANO";0;0;0;0;0;0;0;0;0
"431162 LINDOLFO COLLOR";0;0;0;0;0;0;0;0;0
"431164 LINHA NOVA";0;0;0;0;0;0;0;0;0
"431170 MACHADINHO";0;0;0;0;0;0;0;0;0
"431171 MACAMBARA";0;0;0;0;0;0;0;0;0
"431173 MAMPITUBA";0;0;0;0;0;0;0;0;0
"431175 MANOEL VIANA";0;0;0;0;0;0;0;0;0
"431177 MAQUINE";0;0;0;0;0;0;0;0;0
"431179 MARATA";0;0;0;0;0;0;0;0;0
"431180 MARAU";0;1358;1100;303;0;0;0;188;2949
"431190 MARCELINO RAMOS";0;194;1431;0;0;0;0;141;1766
"431198 MARIANA PIMENTEL";0;0;0;0;0;0;0;0;0
"431200 MARIANO MORO";0;0;0;0;0;0;0;0;0
"431205 MARQUES DE SOUZA";0;572;459;65;0;0;5;166;1267
"431210 MATA";0;0;52;0;0;0;0;16;68
"431213 MATO CASTELHANO";0;0;0;0;0;0;0;0;0
"431215 MATO LEITAO";0;0;0;0;0;0;0;0;0
"431217 MATO QUEIMADO";0;0;0;0;0;0;0;0;0
"431220 MAXIMILIANO DE ALMEIDA";0;312;38;19;0;0;0;106;475
"431225 MINAS DO LEAO";0;0;0;0;0;0;0;0;0
"431230 MIRAGUAI";0;0;0;0;0;0;0;0;0
"431235 MONTAURI";0;0;0;0;0;0;0;0;0
"431237 MONTE ALEGRE DOS CAMPOS";0;0;0;0;0;0;0;0;0
"431238 MONTE BELO DO SUL";0;0;0;0;0;0;0;0;0
"431240 MONTENEGRO";0;4506;11322;221;0;20;37;2133;18239
"431242 MORMACO";0;0;0;0;0;0;0;0;0
"431244 MORRINHOS DO SUL";0;0;0;0;0;0;0;0;0
"431245 MORRO REDONDO";0;0;0;0;0;0;0;0;0
"431247 MORRO REUTER";0;0;0;0;0;0;0;0;0
"431250 MOSTARDAS";0;0;11;0;0;0;0;0;11
"431260 MUCUM";0;611;388;104;0;0;0;66;1169
"431261 MUITOS CAPOES";0;0;0;0;0;0;0;0;0
"431262 MULITERNO";0;0;0;0;0;0;0;0;0
"431265 NAO-ME-TOQUE";0;474;322;67;0;0;5;159;1027
"431267 NICOLAU VERGUEIRO";0;0;0;0;0;0;0;0;0
"431270 NONOAI";0;607;1482;245;0;1;7;639;2981
"431275 NOVA ALVORADA";0;0;0;0;0;0;0;0;0
"431280 NOVA ARACA";0;0;0;0;0;0;0;0;0
"431290 NOVA BASSANO";0;504;285;177;0;6;2;411;1385
"431295 NOVA BOA VISTA";0;0;0;0;0;0;0;0;0
"431300 NOVA BRESCIA";0;302;226;0;0;0;0;136;664
"431301 NOVA CANDELARIA";0;0;0;0;0;0;0;0;0
"431303 NOVA ESPERANCA DO SUL";0;0;0;0;0;0;0;0;0
"431306 NOVA HARTZ";0;0;0;0;0;0;0;0;0
"431308 NOVA PADUA";0;0;0;0;0;0;0;0;0
"431310 NOVA PALMA";0;299;513;58;0;0;6;322;1198
"431320 NOVA PETROPOLIS";0;603;527;81;0;0;0;428;1639
"431330 NOVA PRATA";0;963;1065;200;0;1;45;352;2626
"431333 NOVA RAMADA";0;0;0;0;0;0;0;0;0
"431335 NOVA ROMA DO SUL";0;0;0;0;0;0;0;0;0
"431337 NOVA SANTA RITA";0;0;0;0;0;0;0;0;0
"431339 NOVO CABRAIS";0;0;0;0;0;0;0;0;0
"431340 NOVO HAMBURGO";0;16959;13836;1436;16;278;1066;6078;39669
"431342 NOVO MACHADO";0;0;0;0;0;0;0;0;0
"431344 NOVO TIRADENTES";0;0;0;0;0;0;0;0;0
"431346 NOVO XINGU";0;0;0;0;0;0;0;0;0
"431349 NOVO BARREIRO";0;0;0;0;0;0;0;0;0
"431350 OSORIO";0;3855;2650;234;0;5;16;769;7529
"431360 PAIM FILHO";0;132;310;3;0;0;0;135;580
"431365 PALMARES DO SUL";0;281;22;0;0;0;0;229;532
"431370 PALMEIRA DAS MISSOES";0;3916;287;156;0;4;41;573;4977
"431380 PALMITINHO";0;655;932;102;0;0;1;475;2165
"431390 PANAMBI";0;306;776;249;0;4;17;419;1771
"431395 PANTANO GRANDE";0;0;0;0;0;0;0;0;0
"431400 PARAI";0;2;193;68;0;0;0;173;436
"431402 PARAISO DO SUL";0;0;35;0;0;0;0;0;35
"431403 PARECI NOVO";0;0;0;0;0;0;0;0;0
"431405 PAROBE";0;6086;502;1338;0;5;115;2017;10063
"431406 PASSA SETE";0;0;0;0;0;0;0;0;0
"431407 PASSO DO SOBRADO";0;0;0;0;0;0;0;0;0
"431410 PASSO FUNDO";0;114852;80593;2464;124;1632;2478;6234;208377
"431413 PAULO BENTO";0;0;0;0;0;0;0;0;0
"431415 PAVERAMA";0;0;0;0;0;0;0;0;0
"431417 PEDRAS ALTAS";0;0;0;0;0;0;0;0;0
"431420 PEDRO OSORIO";0;527;2148;0;0;0;0;162;2837
"431430 PEJUCARA";0;0;40;0;0;0;0;5;45
"431440 PELOTAS";0;23413;34357;1446;1;332;1132;10652;71333
"431442 PICADA CAFE";0;0;0;0;0;0;0;0;0
"431445 PINHAL";0;0;0;0;0;0;0;0;0
"431446 PINHAL DA SERRA";0;0;0;0;0;0;0;0;0
"431447 PINHAL GRANDE";0;0;4;0;0;0;0;14;18
"431449 PINHEIRINHO DO VALE";0;0;0;0;0;0;0;0;0
"431450 PINHEIRO MACHADO";0;190;21;25;0;0;0;32;268
"431454 PINTO BANDEIRA";0;0;0;0;0;0;0;0;0
"431455 PIRAPO";0;0;0;0;0;0;0;0;0
"431460 PIRATINI";0;887;882;78;0;0;0;819;2666
"431470 PLANALTO";0;455;263;11;0;0;0;444;1173
"431475 POCO DAS ANTAS";0;0;0;0;0;0;0;0;0
"431477 PONTAO";0;0;0;0;0;0;0;0;0
"431478 PONTE PRETA";0;0;0;0;0;0;0;0;0
"431480 PORTAO";0;1811;386;134;0;67;0;720;3118
"431490 PORTO ALEGRE";1;483854;214024;18309;3567;17343;6697;82001;825796
"431500 PORTO LUCENA";0;180;242;14;0;0;0;291;727
"431505 PORTO MAUA";0;0;0;0;0;0;0;0;0
"431507 PORTO VERA CRUZ";0;0;0;0;0;0;0;0;0
"431510 PORTO XAVIER";0;26;384;0;0;0;0;62;472
"431513 POUSO NOVO";0;0;0;0;0;0;0;0;0
"431514 PRESIDENTE LUCENA";0;0;0;0;0;0;0;0;0
"431515 PROGRESSO";0;459;968;56;0;0;0;98;1581
"431517 PROTASIO ALVES";0;0;0;0;0;0;0;0;0
"431520 PUTINGA";0;0;0;0;0;0;0;0;0
"431530 QUARAI";0;695;179;298;0;0;0;482;1654
"431531 QUATRO IRMAOS";0;0;0;0;0;0;0;0;0
"431532 QUEVEDOS";0;0;0;0;0;0;0;0;0
"431535 QUINZE DE NOVEMBRO";0;146;155;0;0;0;0;33;334
"431540 REDENTORA";0;0;0;0;0;0;0;0;0
"431545 RELVADO";0;0;0;0;0;0;0;0;0
"431550 RESTINGA SECA";0;860;343;78;0;0;0;257;1538
"431555 RIO DOS INDIOS";0;0;0;0;0;0;0;0;0
"431560 RIO GRANDE";0;12216;5171;916;27;97;431;6740;25598
"431570 RIO PARDO";0;2849;1392;173;0;0;67;1367;5848
"431575 RIOZINHO";0;35;5;0;0;0;0;12;52
"431580 ROCA SALES";0;0;81;0;0;0;0;109;190
"431590 RODEIO BONITO";0;620;949;379;0;0;54;419;2421
"431595 ROLADOR";0;0;0;0;0;0;0;0;0
"431600 ROLANTE";0;993;359;285;0;0;10;428;2075
"431610 RONDA ALTA";0;984;1319;136;0;0;26;1116;3581
"431620 RONDINHA";0;78;17;8;0;0;0;49;152
"431630 ROQUE GONZALES";0;88;110;0;0;0;0;9;207
"431640 ROSARIO DO SUL";0;1412;2392;68;0;1;2;1745;5620
"431642 SAGRADA FAMILIA";0;0;0;0;0;0;0;0;0
"431643 SALDANHA MARINHO";0;33;6;0;0;0;0;0;39
"431645 SALTO DO JACUI";0;110;55;14;0;0;0;62;241
"431647 SALVADOR DAS MISSOES";0;0;0;0;0;0;0;0;0
"431650 SALVADOR DO SUL";0;0;10;0;0;0;0;68;78
"431660 SANANDUVA";0;1733;4758;255;0;0;24;734;7504
"431670 SANTA BARBARA DO SUL";0;189;415;26;0;1;0;273;904
"431673 SANTA CECILIA DO SUL";0;0;0;0;0;0;0;0;0
"431675 SANTA CLARA DO SUL";0;0;0;0;0;0;0;0;0
"431680 SANTA CRUZ DO SUL";0;19930;11901;839;0;120;667;2035;35492
"431690 SANTA MARIA";0;14795;19813;2590;91;664;532;10221;48706
"431695 SANTA MARIA DO HERVAL";0;0;0;0;0;0;0;0;0
"431697 SANTA MARGARIDA DO SUL";0;0;0;0;0;0;0;0;0
"431700 SANTANA DA BOA VISTA";0;0;0;0;0;0;0;0;0
"431710 SANT'ANA DO LIVRAMENTO";0;2932;3593;846;0;7;30;1954;9362
"431720 SANTA ROSA";0;14596;9267;966;0;257;276;3228;28590
"431725 SANTA TEREZA";0;0;0;0;0;0;0;0;0
"431730 SANTA VITORIA DO PALMAR";0;413;227;116;0;3;0;421;1180
"431740 SANTIAGO";0;3234;1945;569;0;0;37;1850;7635
"431750 SANTO ANGELO";0;6306;4126;409;0;16;253;1739;12849
"431755 SANTO ANTONIO DO PALMA";0;0;0;0;0;0;0;0;0
"431760 SANTO ANTONIO DA PATRULHA";0;1362;796;31;0;0;0;486;2675
"431770 SANTO ANTONIO DAS MISSOES";0;0;0;0;0;0;0;0;0
"431775 SANTO ANTONIO DO PLANALTO";0;0;0;0;0;0;0;0;0
"431780 SANTO AUGUSTO";0;707;1397;213;0;2;5;773;3097
"431790 SANTO CRISTO";0;554;1116;74;0;0;0;411;2155
"431795 SANTO EXPEDITO DO SUL";0;0;0;0;0;0;0;0;0
"431800 SAO BORJA";0;4300;4095;963;0;21;46;2006;11431
"431805 SAO DOMINGOS DO SUL";0;0;0;0;0;0;0;0;0
"431810 SAO FRANCISCO DE ASSIS";0;355;1318;95;0;0;0;960;2728
"431820 SAO FRANCISCO DE PAULA";0;701;560;0;0;0;0;311;1572
"431830 SAO GABRIEL";0;7138;3765;247;0;2;99;2389;13640
"431840 SAO JERONIMO";0;13948;5046;280;0;3;55;3500;22832
"431842 SAO JOAO DA URTIGA";0;0;0;0;0;0;0;0;0
"431843 SAO JOAO DO POLESINE";0;62;2422;84;0;0;0;77;2645
"431844 SAO JORGE";0;0;0;0;0;0;0;0;0
"431845 SAO JOSE DAS MISSOES";0;0;0;0;0;0;0;0;0
"431846 SAO JOSE DO HERVAL";0;0;0;0;0;0;0;0;0
"431848 SAO JOSE DO HORTENCIO";0;0;0;0;0;0;0;0;0
"431849 SAO JOSE DO INHACORA";0;0;0;0;0;0;0;0;0
"431850 SAO JOSE DO NORTE";0;605;2801;29;0;0;0;681;4116
"431860 SAO JOSE DO OURO";0;521;159;128;0;0;0;424;1232
"431861 SAO JOSE DO SUL";0;0;0;0;0;0;0;0;0
"431862 SAO JOSE DOS AUSENTES";0;0;0;0;0;0;0;0;0
"431870 SAO LEOPOLDO";0;17505;6682;1071;0;2;51;4231;29542
"431880 SAO LOURENCO DO SUL";0;1656;2085;76;0;4;0;1955;5776
"431890 SAO LUIZ GONZAGA";0;1272;3358;131;0;0;30;1586;6377
"431900 SAO MARCOS";0;293;470;29;0;0;0;83;875
"431910 SAO MARTINHO";0;98;55;9;0;0;0;41;203
"431912 SAO MARTINHO DA SERRA";0;0;0;0;0;0;0;0;0
"431915 SAO MIGUEL DAS MISSOES";0;197;296;37;0;0;0;97;627
"431920 SAO NICOLAU";0;0;0;0;0;0;0;0;0
"431930 SAO PAULO DAS MISSOES";0;506;368;59;0;0;0;198;1131
"431935 SAO PEDRO DA SERRA";0;0;0;0;0;0;0;0;0
"431936 SAO PEDRO DAS MISSOES";0;0;0;0;0;0;0;0;0
"431937 SAO PEDRO DO BUTIA";0;0;0;0;0;0;0;0;0
"431940 SAO PEDRO DO SUL";0;332;842;62;0;0;0;553;1789
"431950 SAO SEBASTIAO DO CAI";0;357;1018;18;0;0;0;532;1925
"431960 SAO SEPE";0;1401;874;44;0;0;4;789;3112
"431970 SAO VALENTIM";0;0;0;0;0;0;0;0;0
"431971 SAO VALENTIM DO SUL";0;0;0;0;0;0;0;0;0
"431973 SAO VALERIO DO SUL";0;0;0;0;0;0;0;0;0
"431975 SAO VENDELINO";0;0;0;0;0;0;0;0;0
"431980 SAO VICENTE DO SUL";0;0;387;31;0;0;0;145;563
"431990 SAPIRANGA";0;4943;4840;271;0;2;67;2250;12373
"432000 SAPUCAIA DO SUL";0;2351;16409;460;0;123;105;4229;23677
"432010 SARANDI";0;718;1357;102;0;2;18;364;2561
"432020 SEBERI";0;502;397;118;0;3;0;406;1426
"432023 SEDE NOVA";0;0;0;0;0;0;0;0;0
"432026 SEGREDO";0;13;106;34;0;0;0;43;196
"432030 SELBACH";0;0;96;2;0;0;0;27;125
"432032 SENADOR SALGADO FILHO";0;0;0;0;0;0;0;0;0
"432035 SENTINELA DO SUL";0;0;0;0;0;0;0;0;0
"432040 SERAFINA CORREA";0;0;0;0;0;0;0;0;0
